ID_REVIEW,SK_ORDER,VAL_SCORE_REVIEW,DAT_CREATION,DAT_ANSWER
e22aad953e113cdccbc275b9445b8795,6627,4,2017-09-19T00:00:00.000Z,2017-09-20T01:07:14.000Z
5ddb195ab2206a456ec92b69d2119aca,62174,4,2017-05-30T00:00:00.000Z,2017-07-06T18:36:02.000Z
4d3c61768eb47216ecf732bbbd8bef3c,71972,1,2018-01-05T00:00:00.000Z,2018-01-15T11:04:49.000Z
5ef9614ed02a28935d5e4eb17c74d635,37645,3,2018-08-01T00:00:00.000Z,2018-08-02T12:00:50.000Z
f62709ef754361d3e7267c473b69a2d4,79389,5,2017-03-14T00:00:00.000Z,2017-03-17T08:16:49.000Z
ff15d93bb26db0e6d8e77608ec53bd24,48652,3,2018-07-11T00:00:00.000Z,2018-07-13T01:14:23.000Z
69634cf796943b1086aa2197f91d4e48,68501,4,2018-06-05T00:00:00.000Z,2018-06-07T20:05:51.000Z
937804d7a75c25090020af23e32afe48,9791,5,2018-08-17T00:00:00.000Z,2018-08-19T23:17:40.000Z
4295c0da599d73ea0eb1492be0269956,39914,5,2017-11-08T00:00:00.000Z,2017-11-08T18:38:39.000Z
3106ee243874b0e10208c710cc248ccc,51197,1,2018-04-28T00:00:00.000Z,2018-05-01T13:23:19.000Z
646030e1662f8bc7450ed9df56adc19c,4287,5,2017-09-06T00:00:00.000Z,2017-09-07T03:37:57.000Z
acde992281f8a62cb1bbe210ddccfd8e,16698,3,2018-06-08T00:00:00.000Z,2018-06-09T00:17:51.000Z
d996f3add30103ba796e12f4d7e82a1d,18666,5,2018-07-31T00:00:00.000Z,2018-08-01T00:07:46.000Z
87f545a5f14f492c8d86d28ae5096327,60734,1,2017-12-28T00:00:00.000Z,2017-12-28T09:51:28.000Z
ea18540e2c6a65272e7f063004b9543c,57229,5,2018-08-30T00:00:00.000Z,2018-08-31T00:59:01.000Z
28032e616f94f0bcc47e47b609034c78,94435,5,2017-08-02T00:00:00.000Z,2017-08-07T18:10:12.000Z
9598097b55b11f759f971dc8fa6baa8c,47215,5,2017-12-13T00:00:00.000Z,2017-12-14T00:07:44.000Z
b41332223d6e171fe223830b031f0fff,61760,5,2017-03-14T00:00:00.000Z,2017-03-15T00:51:26.000Z
f63a0846bdef6a0f2ec070593ce0e616,22914,4,2017-10-10T00:00:00.000Z,2017-10-12T16:40:21.000Z
7a377ce9f21a7e3edddd39968b32ace3,17507,5,2017-11-24T00:00:00.000Z,2017-11-27T12:46:54.000Z
ea45102958f9e94306a487a22ec5b03a,75887,5,2017-12-21T00:00:00.000Z,2017-12-23T22:39:49.000Z
c6207c08c45f92d5de39fd2322d5c965,39939,5,2017-10-03T00:00:00.000Z,2017-10-04T00:12:00.000Z
0ac405863ea9b1aaa0835884d7747e9b,49480,4,2018-06-09T00:00:00.000Z,2018-06-11T23:58:11.000Z
f287fe9240af1dbb39f4678bc0fed822,99388,5,2018-04-19T00:00:00.000Z,2018-04-22T14:15:33.000Z
0da52cd3454be502696e4e6f9d67e979,70673,5,2018-05-09T00:00:00.000Z,2018-05-12T22:30:19.000Z
a7a8e9c7cf39837a133330b1f6a703c5,32075,2,2018-02-21T00:00:00.000Z,2018-02-28T12:18:54.000Z
e5417d4fc880f9ad80d614b3d914a56f,30432,5,2018-08-16T00:00:00.000Z,2018-09-06T01:39:56.000Z
f994b1d9d7cdbcecc05d7e00c4132956,58049,5,2017-12-03T00:00:00.000Z,2017-12-07T16:44:41.000Z
94af97aefdf90239a8f9b62cf3c98514,68523,5,2017-08-24T00:00:00.000Z,2017-08-25T19:54:22.000Z
1a8cdc13ae2e9e631595617f4a91b3a3,38215,5,2018-08-24T00:00:00.000Z,2018-08-24T23:46:39.000Z
1ab34ed9adc3b70f69cd903081ae0e53,83937,4,2017-06-09T00:00:00.000Z,2017-06-12T08:47:31.000Z
bc677973a1a1fd195ad1a9c6a912c31b,23617,3,2018-04-08T00:00:00.000Z,2018-04-09T13:22:18.000Z
1281cf3c78b4855f1ff816e68350d663,22239,2,2018-02-16T00:00:00.000Z,2018-02-18T03:53:01.000Z
52908359b20d70532ff14ddd15aeabf2,25067,5,2018-07-27T00:00:00.000Z,2018-07-30T02:05:48.000Z
34b1cc0149838ff27bcac3da54eac753,18447,5,2018-06-06T00:00:00.000Z,2018-06-09T02:04:57.000Z
addedbee3c810eb802219c1822a805ec,98586,2,2018-02-07T00:00:00.000Z,2018-02-09T18:12:58.000Z
f57ff1aec07193a06f4fc055cc660091,66310,4,2018-06-20T00:00:00.000Z,2018-06-21T11:22:52.000Z
9f635f380a60d44145fc25f487cef467,5032,3,2017-12-15T00:00:00.000Z,2017-12-18T09:11:41.000Z
de81764f130ce1fff678263c1ff5f103,54781,4,2018-08-22T00:00:00.000Z,2018-08-22T17:56:41.000Z
6b2376d850513909e5f95fdb7994e092,77804,5,2018-03-11T00:00:00.000Z,2018-03-14T13:49:11.000Z
1ebbe61a89d66b5a47f3a440802819ad,80447,5,2018-01-16T00:00:00.000Z,2018-01-16T23:44:36.000Z
f1e561d93aab0f51ade15695c74b418a,27319,5,2018-01-19T00:00:00.000Z,2018-01-21T15:19:29.000Z
fe024f544d1e42a7f8c955da541660f3,80327,5,2017-09-19T00:00:00.000Z,2017-09-22T20:20:34.000Z
15d241427000f8e6c78bee3de6b6ffba,89217,5,2018-04-27T00:00:00.000Z,2018-04-30T14:32:24.000Z
4f21a2b8b83b8f7a148d7692754d17e7,79798,5,2017-08-06T00:00:00.000Z,2017-08-08T19:33:05.000Z
2897da5538acec018e33b24cd5dddb2a,88163,5,2017-10-12T00:00:00.000Z,2017-10-14T10:48:18.000Z
291ed18248a827959078f480288be80d,26178,5,2017-06-22T00:00:00.000Z,2017-06-23T20:24:59.000Z
546bc456fdbd3630e25e67860d663b69,93688,4,2018-05-05T00:00:00.000Z,2018-05-08T01:03:55.000Z
0b5ee5955a27cf436f2c69c32e95f5b6,32429,4,2018-07-04T00:00:00.000Z,2018-07-05T12:35:50.000Z
8b038a83ad57e33f57c55ac92878dc6e,24264,5,2017-11-11T00:00:00.000Z,2017-11-12T01:55:39.000Z
5413c569e4ec14de4b8d3391d594c7d7,23514,1,2018-03-31T00:00:00.000Z,2018-04-12T14:09:38.000Z
c44bcd1dcd2dfa3e1327896af27db804,48738,5,2017-10-12T00:00:00.000Z,2017-10-14T22:53:45.000Z
fff16f1d24ddb73c98aef7b30a10bd59,92473,5,2018-06-19T00:00:00.000Z,2018-06-20T01:15:24.000Z
378cd58ef7348b01777abd3498c52d27,83478,1,2018-03-20T00:00:00.000Z,2018-03-23T13:03:50.000Z
ec833629947f8a59777a54f82a8f638d,66748,4,2018-05-26T00:00:00.000Z,2018-05-27T01:20:40.000Z
edfb6159ad9e6d2459216785d04dca67,85276,3,2017-09-19T00:00:00.000Z,2017-09-20T14:59:46.000Z
a0689adf80eece4d3db0378bdc14949b,19287,5,2018-01-24T00:00:00.000Z,2018-01-26T20:01:09.000Z
fc7b6fef62f97e4e81626548db064f33,6201,5,2017-09-13T00:00:00.000Z,2017-09-21T14:01:36.000Z
a4b08083b495e5abbc019d18352ef51c,95662,5,2017-08-10T00:00:00.000Z,2017-08-10T19:55:55.000Z
43f17cc220fdcd730511ae900aed533f,13178,5,2017-12-30T00:00:00.000Z,2018-01-15T13:41:19.000Z
137e64faebacd3951cf2fdc4fb1629f9,1897,5,2018-08-08T00:00:00.000Z,2018-08-11T11:20:07.000Z
c68f27c1ac6de3ddeba5ef2b49f4c924,31884,5,2017-12-13T00:00:00.000Z,2017-12-13T23:24:49.000Z
44beb050e2cd0d25b27e32070ee656fc,79109,5,2018-01-26T00:00:00.000Z,2018-01-27T09:11:20.000Z
be1cfb440e90ff0e552017a3ed615c5d,3544,5,2017-10-24T00:00:00.000Z,2017-10-25T00:58:16.000Z
c54daa4243736b4240c4c8870d57b7ce,91643,4,2017-09-14T00:00:00.000Z,2017-09-15T10:10:36.000Z
34af2f7c4b3ec348698485781c2bf296,51738,5,2017-08-12T00:00:00.000Z,2017-08-15T11:01:54.000Z
3504cd5ab1422e94524552e39649983d,62193,5,2018-04-24T00:00:00.000Z,2018-04-27T21:56:00.000Z
01f3f3296bdeae812af34b8cce0cc980,47467,3,2018-03-14T00:00:00.000Z,2018-03-14T14:12:18.000Z
ee12726aa2d21edbc6c8c29565df8dd6,66474,5,2017-03-22T00:00:00.000Z,2017-03-23T17:12:44.000Z
3c33ae6190937c63dff9fa81950f67d6,73239,4,2018-06-08T00:00:00.000Z,2018-06-08T20:28:23.000Z
30f8b4fb4c49ac678eba2e310fdf909a,6649,1,2018-05-04T00:00:00.000Z,2018-05-06T15:06:20.000Z
07f1ee6108ca1aa94fd4379ead6d96e3,80782,1,2018-08-17T00:00:00.000Z,2018-08-17T22:53:02.000Z
569364f30e60a0124c98eef603e0a936,76516,5,2018-07-26T00:00:00.000Z,2018-07-27T02:52:28.000Z
295dcded484680cfb4b1916b66218e22,48058,3,2018-06-30T00:00:00.000Z,2018-07-02T16:46:55.000Z
be5bbec6c7ea12ed591ab679f1adc377,4411,1,2018-04-13T00:00:00.000Z,2018-04-13T20:33:19.000Z
1f67c1deea0170aae5bec05b9873903f,5132,5,2018-03-01T00:00:00.000Z,2018-03-01T13:00:54.000Z
97f07e03fa42ed1b34112357e6494415,34701,3,2018-03-06T00:00:00.000Z,2018-03-06T15:39:02.000Z
74efb52be9c6bc5678347492e79b40af,28894,5,2017-11-24T00:00:00.000Z,2017-11-27T12:17:21.000Z
8df3d9c692dcfff160dcfad6d7f67d19,68031,5,2017-04-19T00:00:00.000Z,2017-04-23T03:58:17.000Z
3711e9d888eb0f732d003d49e95356c0,51085,3,2018-03-30T00:00:00.000Z,2018-04-02T20:14:40.000Z
dc5d6f4d51909d7f0dbd437b0efc5ef7,67234,4,2018-08-07T00:00:00.000Z,2018-08-07T23:04:28.000Z
d661e8543d5ab13a9d3eea88065ff21f,34045,5,2018-01-04T00:00:00.000Z,2018-01-07T15:44:53.000Z
36c7e89814f0de89c03c3effae6c5a4e,31279,5,2018-08-21T00:00:00.000Z,2018-08-22T01:22:51.000Z
a0ae53bb70f9fe3debe5811a138049b8,52478,5,2018-05-05T00:00:00.000Z,2018-05-07T21:21:11.000Z
d795587ab9fd1adb6cc3819a9b0e0cd6,84552,5,2018-08-21T00:00:00.000Z,2018-08-22T10:11:27.000Z
387c17bc2cda05069321c9bf3a171cf7,79679,5,2017-08-10T00:00:00.000Z,2017-08-11T10:34:01.000Z
922c5f32730584107b806b28300ff880,79734,5,2017-09-01T00:00:00.000Z,2017-09-02T20:01:08.000Z
0ead4bc772821ccf881b76f68fff1d8f,97690,5,2018-02-07T00:00:00.000Z,2018-02-08T09:55:17.000Z
2676143568239a5e072bfa8a90473742,33575,5,2018-08-22T00:00:00.000Z,2018-08-22T23:08:00.000Z
015c6db3f2fb201c6b202d69655fb666,92823,5,2017-09-05T00:00:00.000Z,2017-09-06T02:10:23.000Z
633f21ea85588867a424fda8ba523c7e,79328,5,2018-04-20T00:00:00.000Z,2018-04-21T13:32:38.000Z
46f966f8b9204492e2b064046abd86bc,12034,5,2018-07-25T00:00:00.000Z,2018-07-28T13:14:57.000Z
119ff04d8071376f461d840eb789ccf8,79479,5,2018-08-25T00:00:00.000Z,2018-08-28T18:59:35.000Z
7cb17e979e458b0b5b4215812b3b6a64,54838,4,2018-08-10T00:00:00.000Z,2018-08-10T20:48:51.000Z
8436a8de597e49f76c0f3f35cc551c5c,78710,5,2017-07-26T00:00:00.000Z,2017-07-28T01:30:17.000Z
0cec2819ed396278316d2017597e891d,42909,5,2017-09-11T00:00:00.000Z,2017-09-11T16:19:40.000Z
afc6411625266fa6f2540f46b07381f0,48381,3,2017-12-02T00:00:00.000Z,2017-12-02T19:45:38.000Z
a80b0bc31ca709ddb0a081ad4a5c3b43,56869,3,2017-12-14T00:00:00.000Z,2017-12-27T01:11:13.000Z
0ace453fe7b5bef528384c26dd444b0f,81924,5,2018-04-10T00:00:00.000Z,2018-04-12T09:55:03.000Z
a3aaf6c9066c66d856c36bdfa24281d5,91835,5,2018-03-11T00:00:00.000Z,2018-03-11T11:40:15.000Z
6e9e0955d4db4d291d1b4b63d9865f04,52118,5,2017-09-22T00:00:00.000Z,2017-09-26T11:57:22.000Z
a2b8a5a2ca5d932c05d983f8f5eb9cf8,25472,5,2018-07-03T00:00:00.000Z,2018-07-04T00:33:30.000Z
76fa6830035442af67e689d9356e8e13,45197,4,2017-08-30T00:00:00.000Z,2017-09-06T15:19:11.000Z
d840dc5cb4178a602a558b05891c3d91,57304,5,2017-02-15T00:00:00.000Z,2017-02-16T15:55:51.000Z
f815cf61868be9cf498089e21a19b817,48957,1,2017-12-09T00:00:00.000Z,2017-12-09T23:58:22.000Z
69afe234c4459b389e66ae9539d98182,29168,1,2018-08-18T00:00:00.000Z,2018-08-18T03:41:22.000Z
13c2145dffe049eb44d039a22b1dcc37,12387,1,2017-12-22T00:00:00.000Z,2017-12-22T22:00:01.000Z
fd75914eb23604a51c598d82571e832d,91886,2,2018-07-05T00:00:00.000Z,2018-07-06T11:05:04.000Z
862d7141efbb0258a611025847c30f9c,45524,3,2018-03-28T00:00:00.000Z,2018-03-31T01:25:29.000Z
8eef9c7d3847691a446ad4c43c2cbdb6,75071,5,2018-04-09T00:00:00.000Z,2018-04-12T02:01:28.000Z
f3464ed9bad2d83b8b5541d4e5ded9f6,28321,3,2017-09-20T00:00:00.000Z,2017-09-21T01:35:52.000Z
fc28885f8226b2171300495141994637,53863,5,2018-05-09T00:00:00.000Z,2018-05-09T21:53:01.000Z
2baf037efd3591bfcdcde143b6f57004,85518,5,2017-07-28T00:00:00.000Z,2017-07-28T19:53:41.000Z
acefa1c647d4c05ae6a228bf6874f36b,68600,5,2017-10-20T00:00:00.000Z,2017-10-21T10:58:10.000Z
