SK_ORDER,SK_PRODUCT,SK_SELLER,NUM_ORDER_ITEM,DAT_SHIPPING_LIMIT,VAL_PRICE,VAL_FREIGHT
42285,27050,2352,1,2017-02-03T14:07:53.000Z,195.90,6.00
42285,27050,2352,2,2017-02-03T14:07:53.000Z,195.90,6.00
42285,27050,2352,3,2017-02-03T14:07:53.000Z,195.90,6.00
19699,2911,2464,1,2017-06-02T20:02:34.000Z,210.00,12.97
19699,2911,2464,2,2017-06-02T20:02:34.000Z,210.00,12.97
86349,8942,2346,1,2017-11-17T15:50:36.000Z,19.90,25.63
58475,31808,1869,1,2018-08-21T02:10:08.000Z,81.90,8.73
14713,14801,975,1,2018-04-02T12:55:21.000Z,306.59,105.32
24918,4666,333,1,2018-04-19T12:55:44.000Z,11.60,7.39
85260,2712,770,1,2017-06-08T21:23:12.000Z,845.00,66.65
92512,23766,391,1,2017-10-22T22:56:25.000Z,85.00,25.04
21828,17968,2358,1,2017-12-07T13:50:16.000Z,98.40,42.72
33964,18232,1867,1,2017-12-11T10:42:08.000Z,128.00,9.09
77092,30434,2394,1,2017-07-11T21:45:10.000Z,156.99,57.77
96036,19950,1412,1,2018-08-07T20:24:09.000Z,125.90,21.49
24399,18884,2227,1,2017-02-13T12:01:45.000Z,650.00,80.34
40130,1049,989,1,2017-12-05T18:31:01.000Z,127.00,9.08
97810,15327,1466,1,2018-06-18T02:56:05.000Z,109.90,26.85
44816,21689,2464,1,2017-11-17T19:26:25.000Z,99.00,17.94
9366,4206,634,1,2017-12-11T00:26:54.000Z,169.90,8.44
88773,25969,1436,1,2018-03-04T22:10:27.000Z,460.00,237.11
88773,25969,1436,2,2018-03-04T22:10:27.000Z,460.00,237.11
88773,25969,1436,3,2018-03-04T22:10:27.000Z,460.00,237.11
8688,24729,2612,1,2017-06-01T16:25:22.000Z,289.90,60.47
94570,31527,2775,1,2018-04-05T16:47:19.000Z,42.00,7.39
9129,32301,174,1,2017-11-23T04:10:33.000Z,49.90,25.63
