SK_ORDER,SK_PRODUCT,SK_SELLER,NUM_ORDER_ITEM,DAT_SHIPPING_LIMIT,VAL_PRICE,VAL_FREIGHT
85268,25866,514,1,2017-09-19T09:45:35.000Z,58.90,13.29
71854,27231,472,1,2017-05-03T11:05:13.000Z,239.90,19.93
6299,22625,1825,1,2018-01-18T14:48:30.000Z,199.00,17.87
22551,15404,2024,1,2018-08-15T10:10:18.000Z,12.99,12.79
5248,8863,1598,1,2017-02-13T13:57:51.000Z,199.90,18.14
69450,3940,660,1,2017-05-23T03:55:27.000Z,21.90,12.69
98567,22293,2974,1,2017-12-14T12:10:31.000Z,19.90,11.85
47317,6975,692,1,2018-07-10T12:30:45.000Z,810.00,70.75
92214,2714,68,1,2018-03-26T18:31:29.000Z,145.95,11.65
83216,28256,1158,1,2018-07-06T14:10:56.000Z,53.99,11.40
47814,14395,1414,1,2018-03-29T22:28:09.000Z,59.99,8.88
27413,23294,849,1,2018-07-31T17:30:39.000Z,45.00,12.98
22540,9662,2464,1,2018-07-26T17:24:20.000Z,74.00,23.32
53958,4599,475,1,2018-02-21T02:55:52.000Z,49.90,13.37
53958,4599,475,2,2018-02-21T02:55:52.000Z,49.90,13.37
46177,1132,2122,1,2018-08-17T12:15:10.000Z,99.90,27.65
42592,9419,1522,1,2018-05-02T09:31:53.000Z,639.00,11.34
97104,30286,999,1,2018-05-16T20:57:03.000Z,144.00,8.77
99376,1403,2494,1,2017-08-21T03:33:13.000Z,99.00,13.71
35599,2781,1055,1,2018-02-28T12:08:37.000Z,25.00,16.11
33328,24602,1573,1,2018-03-29T20:07:49.000Z,47.90,8.88
35003,7116,988,1,2017-11-27T19:09:02.000Z,21.99,11.85
87049,16625,1183,1,2018-03-21T11:10:11.000Z,119.99,44.40
81479,27298,798,1,2018-03-05T09:35:41.000Z,49.00,15.10
12055,26773,560,1,2017-09-15T18:04:37.000Z,48.90,16.60
14035,16956,1155,1,2017-08-11T00:35:12.000Z,219.90,16.98
77724,26859,665,1,2018-01-29T21:51:25.000Z,289.00,26.33
523,13502,1099,1,2017-03-29T13:05:42.000Z,109.90,25.51
30024,25990,1782,1,2018-06-14T05:16:24.000Z,27.90,7.94
42299,4764,524,1,2017-12-13T03:16:36.000Z,119.90,17.32
91676,12044,641,1,2017-11-30T06:30:55.000Z,397.00,24.65
98320,21860,1549,1,2018-04-12T19:08:28.000Z,59.90,23.35
36266,21359,227,1,2017-10-20T16:07:52.000Z,21.33,15.10
36266,21359,227,2,2017-10-20T16:07:52.000Z,21.33,15.10
36266,21359,227,3,2017-10-20T16:07:52.000Z,21.33,15.10
42418,16475,2760,1,2017-05-29T03:15:24.000Z,16.50,14.10
7813,16580,333,1,2018-01-18T09:11:24.000Z,21.90,15.10
91313,26349,277,1,2018-01-23T03:35:47.000Z,39.00,16.11
75113,28534,3034,1,2017-05-05T10:05:12.000Z,49.75,20.80
71320,20794,1264,1,2017-04-24T22:25:19.000Z,809.10,44.29
21511,6238,2208,1,2018-02-13T19:10:37.000Z,99.99,13.72
80441,21860,1549,1,2018-03-12T06:50:26.000Z,59.90,19.95
26977,26488,2322,1,2018-01-04T02:33:42.000Z,24.89,17.63
26977,26488,2322,2,2018-01-04T02:33:42.000Z,24.89,17.63
26977,26488,2322,3,2018-01-04T02:33:42.000Z,24.89,17.63
96458,4519,153,1,2018-07-10T02:51:10.000Z,54.00,8.54
16139,20491,711,1,2018-04-02T17:50:17.000Z,81.99,13.01
2491,21689,2464,1,2017-11-29T22:38:47.000Z,99.00,13.71
42206,20437,2364,1,2017-05-18T17:35:11.000Z,18.99,7.78
42206,20437,2364,2,2017-05-18T17:35:11.000Z,18.99,7.78
93406,25461,508,1,2017-05-25T02:15:20.000Z,38.33,16.79
21602,15669,2464,1,2017-02-01T13:17:57.000Z,69.90,18.00
61010,28687,2352,1,2017-03-23T11:47:37.000Z,195.00,18.21
11835,31814,1043,1,2018-05-22T10:59:50.000Z,35.90,15.20
6584,6914,2922,1,2017-12-04T09:58:07.000Z,79.50,21.05
12567,19480,2596,1,2017-08-21T03:03:44.000Z,29.99,15.10
66528,23429,1514,1,2018-04-26T12:30:57.000Z,109.90,13.21
35072,15720,602,1,2018-04-10T16:50:11.000Z,74.90,16.49
39479,13188,299,1,2018-04-02T16:35:20.000Z,14.95,18.23
55679,9010,618,1,2018-05-14T22:14:46.000Z,149.90,43.11
40221,9697,282,1,2018-01-03T17:59:35.000Z,19.99,14.10
16610,2759,391,1,2018-07-10T09:30:09.000Z,390.00,29.39
60617,14757,548,1,2018-03-07T02:49:09.000Z,135.00,21.75
62599,18861,2683,1,2017-02-06T21:18:03.000Z,104.00,16.43
54137,21005,1025,1,2017-11-10T21:26:45.000Z,149.00,15.80
68933,32438,582,1,2017-12-04T03:32:47.000Z,279.90,13.46
86771,17682,2883,1,2018-02-27T11:55:57.000Z,44.90,23.22
50400,12234,988,1,2018-07-26T17:44:36.000Z,37.99,19.18
99042,12292,391,1,2018-08-21T03:35:17.000Z,29.99,15.31
9465,17613,1311,1,2017-12-22T15:51:31.000Z,120.00,15.59
10775,14260,2583,1,2018-09-03T03:50:23.000Z,492.75,21.62
16061,9275,736,1,2018-05-08T12:14:52.000Z,94.90,18.54
33771,20702,748,1,2018-02-22T19:46:50.000Z,88.34,21.11
68205,14036,2208,1,2017-06-26T22:10:14.000Z,199.99,65.56
21066,19820,2106,1,2018-03-15T10:35:37.000Z,99.90,19.67
55633,25446,2685,1,2018-05-21T17:32:03.000Z,78.00,8.90
55633,25446,2685,2,2018-05-21T17:32:03.000Z,78.00,8.90
83778,20462,999,1,2017-11-27T03:47:23.000Z,155.00,14.84
2890,20614,1816,1,2018-07-04T17:11:12.000Z,249.90,34.23
44055,21285,2809,1,2018-03-27T13:15:27.000Z,53.98,23.31
75760,24292,74,1,2017-08-10T09:30:15.000Z,8.99,32.57
75760,24601,174,2,2017-08-10T09:30:15.000Z,44.90,7.16
64889,8681,2521,1,2017-11-29T23:13:38.000Z,60.60,17.67
73379,14166,1536,1,2018-04-06T17:10:21.000Z,225.00,67.24
85229,28554,2315,1,2018-08-17T15:04:25.000Z,39.90,15.38
55596,11487,1293,1,2018-04-17T09:12:11.000Z,76.00,34.07
93230,7508,2879,1,2018-03-15T19:28:51.000Z,159.00,27.19
81378,14058,1133,1,2017-05-24T19:22:34.000Z,102.90,14.45
81378,14058,1133,2,2017-05-24T19:22:34.000Z,102.90,14.45
77416,9300,1657,1,2017-07-28T03:45:26.000Z,63.90,16.89
11157,15802,1274,1,2018-05-02T22:10:29.000Z,168.80,8.21
12842,3403,453,1,2017-09-29T17:50:16.000Z,59.90,9.94
12842,21087,453,2,2017-09-29T17:50:16.000Z,59.90,9.94
67195,16893,2676,1,2018-07-18T04:25:09.000Z,232.75,28.58
3819,21951,280,1,2018-08-23T15:11:40.000Z,48.90,18.44
91212,25503,2464,1,2017-08-23T01:25:39.000Z,87.00,12.11
69892,31656,47,1,2017-12-12T01:29:45.000Z,131.90,18.54
73861,32841,383,1,2018-02-27T03:31:08.000Z,19.90,14.10
9474,25810,1183,1,2018-08-08T15:10:11.000Z,136.99,66.04
65646,32184,2956,1,2017-10-19T01:07:30.000Z,399.99,23.64
82907,31685,2494,1,2018-02-08T19:50:27.000Z,41.00,11.85
34190,26610,788,1,2018-06-21T02:30:28.000Z,69.00,18.58
34190,26610,788,2,2018-06-21T02:30:28.000Z,69.00,18.58
43260,12688,602,1,2018-07-10T10:51:09.000Z,169.90,33.33
61767,17206,1515,1,2018-08-22T11:49:46.000Z,119.00,15.28
33882,12808,1961,1,2018-08-07T15:05:14.000Z,39.90,18.08
87283,3287,2394,1,2018-08-07T20:04:14.000Z,85.00,12.90
92876,23831,303,1,2018-03-22T18:08:43.000Z,220.00,8.89
56449,6370,2618,1,2017-11-27T12:15:18.000Z,277.00,35.74
97663,13985,1931,1,2018-08-22T19:35:22.000Z,66.99,27.75
24421,22808,72,1,2018-07-12T10:15:21.000Z,14.00,50.85
67517,2796,810,1,2018-03-05T17:10:41.000Z,85.00,17.03
67517,2796,810,2,2018-03-05T17:10:41.000Z,85.00,17.03
10479,27116,69,1,2018-02-12T13:15:37.000Z,229.00,9.80
64547,794,243,1,2018-05-15T04:31:26.000Z,99.90,0.00
83421,26253,473,1,2018-01-29T00:15:10.000Z,84.90,34.39
7714,30094,1591,1,2017-05-25T13:25:15.000Z,189.00,33.91
26244,195,798,1,2017-10-09T20:50:45.000Z,49.00,7.78
85920,1224,2808,1,2018-07-10T07:31:33.000Z,37.90,15.37
43216,22682,1375,1,2018-05-23T17:15:37.000Z,179.93,16.14
10180,24354,2803,1,2017-08-17T07:15:16.000Z,116.90,13.84
47316,22986,206,1,2018-06-19T04:17:48.000Z,94.90,15.51
92359,21727,1197,1,2018-06-06T19:35:18.000Z,121.99,15.73
24614,12614,2084,1,2017-10-02T15:49:17.000Z,7.79,7.78
2340,15493,1183,1,2017-10-03T22:46:14.000Z,179.99,85.97
47264,25315,2415,1,2017-02-17T16:18:07.000Z,7.60,10.96
44284,30294,475,1,2018-01-05T12:48:10.000Z,49.90,17.60
84908,3176,3076,1,2018-07-10T05:31:03.000Z,110.32,8.03
12040,6519,2796,1,2017-12-29T20:48:10.000Z,49.00,11.85
50534,7835,1894,1,2018-06-14T18:52:39.000Z,159.90,61.18
88561,19197,2346,1,2017-12-27T11:10:33.000Z,120.00,27.39
16048,8406,2738,1,2017-08-08T15:45:17.000Z,21.50,11.98
24733,29569,2040,1,2018-03-06T09:29:25.000Z,122.99,15.61
32574,26301,2208,1,2017-11-30T14:16:42.000Z,72.99,19.75
91061,1556,2208,1,2017-06-15T10:02:38.000Z,129.99,13.93
97223,21689,2464,1,2018-02-12T18:30:33.000Z,92.00,17.89
97223,21689,2464,2,2018-02-12T18:30:33.000Z,92.00,17.89
19333,9225,2904,1,2018-08-14T22:15:22.000Z,33.89,8.40
19333,9225,2904,2,2018-08-14T22:15:22.000Z,33.89,8.40
19333,9225,2904,3,2018-08-14T22:15:22.000Z,33.89,8.40
19333,9225,2904,4,2018-08-14T22:15:22.000Z,33.89,8.40
30294,8291,2747,1,2018-02-25T22:47:21.000Z,149.00,40.37
36218,30675,726,1,2018-01-25T09:07:51.000Z,20.30,16.79
188,28623,999,1,2017-05-25T21:10:16.000Z,179.90,15.01
188,28623,999,2,2017-05-25T21:10:16.000Z,179.90,15.01
68372,18350,2402,1,2017-07-27T19:27:31.000Z,109.90,12.27
68689,24505,1665,1,2017-08-29T16:04:45.000Z,89.00,25.90
24569,26653,391,1,2018-04-16T18:15:20.000Z,120.00,13.75
67832,11535,798,1,2018-02-15T18:10:50.000Z,75.00,14.28
10465,10513,2386,1,2017-04-13T13:50:09.000Z,46.86,14.52
79111,9945,1416,1,2017-04-20T16:45:13.000Z,96.00,14.84
26576,32825,584,1,2017-10-24T12:28:16.000Z,49.99,18.12
26576,24990,584,2,2017-10-24T12:28:16.000Z,24.99,13.58
26576,24990,584,3,2017-10-24T12:28:16.000Z,24.99,13.58
76189,27233,427,1,2018-03-01T02:09:02.000Z,120.10,16.60
16109,25925,206,1,2018-03-08T14:50:50.000Z,69.90,16.25
41514,14854,2349,1,2017-11-08T02:31:17.000Z,39.90,54.02
19415,10030,2197,1,2018-08-03T13:50:14.000Z,159.90,20.31
33461,24881,243,1,2018-03-15T02:30:23.000Z,540.00,16.22
51191,26857,1932,1,2017-09-14T21:55:22.000Z,189.90,31.17
35612,22482,1145,1,2018-03-01T14:51:13.000Z,14.90,8.27
56805,13981,8,1,2017-09-28T13:30:11.000Z,43.90,11.85
52993,14697,1225,1,2018-06-14T20:17:26.000Z,139.00,87.28
15461,15300,863,1,2018-05-03T21:52:36.000Z,40.35,13.71
72791,962,2248,1,2017-11-30T00:52:42.000Z,469.00,20.85
16673,19029,2153,1,2017-08-31T21:55:16.000Z,59.00,16.17
63212,4223,333,1,2018-01-30T02:53:04.000Z,35.90,15.79
63212,4223,333,2,2018-01-30T02:53:04.000Z,35.90,15.79
45413,25121,2393,1,2017-10-05T02:24:43.000Z,96.99,16.44
6925,21396,1904,1,2018-07-31T02:50:11.000Z,77.90,13.89
93439,20351,1863,1,2018-08-08T16:24:34.000Z,229.99,20.80
98643,245,756,1,2018-02-22T13:35:28.000Z,56.00,14.14
78218,2023,1807,1,2017-08-20T21:05:07.000Z,69.99,11.99
1484,24441,375,1,2017-12-07T01:29:28.000Z,49.90,7.78
94470,29849,390,1,2018-08-16T14:15:12.000Z,14.00,7.39
85452,12124,798,1,2018-01-03T22:07:25.000Z,29.00,14.10
61928,11025,1110,1,2017-05-17T01:30:22.000Z,99.00,43.06
65606,22975,1731,1,2018-04-16T19:31:09.000Z,499.00,30.35
44206,18388,1829,1,2018-03-28T23:07:23.000Z,39.85,12.79
22997,1130,2274,1,2017-07-31T11:55:24.000Z,149.00,14.06
22169,12925,2394,1,2018-01-26T14:17:41.000Z,179.98,12.46
58142,27176,2329,1,2018-05-18T04:52:44.000Z,219.99,14.90
84450,4951,798,1,2017-11-17T10:10:32.000Z,129.00,8.16
68674,25794,2480,1,2018-02-06T02:53:55.000Z,137.00,15.71
48708,23025,1303,1,2017-05-02T11:05:19.000Z,37.00,10.96
51904,32735,2772,1,2017-07-04T23:43:34.000Z,154.00,14.83
61430,28809,2108,1,2017-11-10T15:55:43.000Z,253.52,82.86
83829,19748,1619,1,2018-05-10T03:31:09.000Z,49.90,7.39
33539,18109,2389,1,2018-04-30T11:31:27.000Z,148.90,13.95
57644,329,18,1,2017-09-28T08:50:17.000Z,64.90,18.69
17053,18867,69,1,2018-02-26T11:47:38.000Z,179.00,16.00
44123,21629,2851,1,2017-11-30T04:15:38.000Z,27.90,15.10
99252,17916,2932,1,2018-02-08T20:10:10.000Z,39.00,16.11
89148,3494,1414,1,2017-08-21T17:45:16.000Z,7.00,14.10
52375,15389,574,1,2018-02-20T23:31:20.000Z,269.00,10.70
11766,5878,1466,1,2017-11-16T02:51:05.000Z,99.90,17.95
12376,22572,2464,1,2017-07-11T17:38:02.000Z,69.90,15.24
49358,547,1534,1,2018-03-21T00:10:59.000Z,89.90,23.13
11954,15126,1145,1,2018-03-20T23:09:38.000Z,165.00,19.03
54432,30223,2208,1,2017-08-17T16:55:17.000Z,57.99,11.73
82874,15840,999,1,2017-10-27T11:35:25.000Z,259.00,10.63
5844,3255,798,1,2018-08-06T21:50:11.000Z,55.00,7.65
54760,6687,2494,1,2017-05-19T17:35:15.000Z,133.00,16.69
71660,1054,2002,1,2018-06-01T19:37:41.000Z,35.90,18.23
40112,24625,2555,1,2018-04-06T09:48:39.000Z,14.89,18.23
24035,31104,2719,1,2018-05-04T20:54:23.000Z,99.00,13.00
16168,9355,391,1,2018-03-12T04:08:25.000Z,90.00,9.44
84140,17716,1954,1,2018-05-22T20:57:50.000Z,43.49,27.39
40027,16302,2755,1,2018-08-10T08:05:09.000Z,109.99,36.85
91277,22725,2392,1,2018-06-12T09:11:48.000Z,9.99,15.23
91277,22725,2392,2,2018-06-12T09:11:48.000Z,9.99,15.23
64517,6255,1556,1,2018-01-11T11:33:49.000Z,28.50,34.15
53338,22125,1438,1,2018-03-28T02:56:19.000Z,199.00,8.74
86086,26957,2521,1,2017-07-18T02:10:13.000Z,135.90,21.44
80679,25161,694,1,2018-07-03T11:50:14.000Z,249.00,37.09
2497,2576,2118,1,2017-02-26T10:37:41.000Z,49.99,15.56
32930,1251,798,1,2018-08-28T13:44:42.000Z,38.00,7.53
73428,10469,1148,1,2018-06-19T14:17:26.000Z,85.00,11.62
57871,29654,1685,1,2017-11-17T13:26:57.000Z,117.30,25.66
1016,12134,2442,1,2017-12-14T19:30:37.000Z,99.90,18.57
1016,5474,2442,2,2017-12-14T19:30:37.000Z,99.90,14.35
54787,22739,2113,1,2018-06-29T03:31:55.000Z,18.00,7.87
68343,23389,439,1,2018-05-09T04:12:53.000Z,11.53,7.39
60802,4752,2956,1,2018-01-30T22:14:25.000Z,269.99,39.41
84430,608,1782,1,2017-03-15T21:55:31.000Z,89.99,14.80
98850,23955,2346,1,2017-11-21T13:50:26.000Z,19.90,42.76
80210,2398,2321,1,2018-07-13T13:46:36.000Z,166.90,13.47
19844,32371,3027,1,2017-11-01T03:09:33.000Z,133.74,12.44
66742,8117,1020,1,2017-08-30T13:05:16.000Z,86.80,7.86
91517,10439,1136,1,2018-08-28T02:35:10.000Z,62.00,8.59
80844,27961,509,1,2018-03-09T18:30:41.000Z,158.00,10.68
80844,24435,509,2,2018-03-09T18:30:41.000Z,308.00,31.16
15793,11335,65,1,2018-06-20T09:31:04.000Z,129.00,47.40
6197,7743,2108,1,2017-09-27T02:45:37.000Z,143.54,21.49
70829,12209,632,1,2018-03-26T12:49:18.000Z,39.99,18.23
70829,12209,632,2,2018-03-26T12:49:18.000Z,39.99,18.23
6996,31521,1894,1,2018-08-01T11:45:13.000Z,49.90,12.92
48540,20551,532,1,2018-05-17T12:17:02.000Z,119.90,23.34
84866,21220,2851,1,2017-11-29T00:11:24.000Z,16.90,15.10
81637,20988,988,1,2018-01-17T13:10:34.000Z,29.99,15.10
16039,21296,1566,1,2017-10-26T00:15:00.000Z,30.99,34.15
58358,14346,1414,1,2017-06-26T03:32:58.000Z,84.99,15.34
1258,8291,2747,1,2018-02-22T17:27:05.000Z,149.00,45.12
96508,4379,2851,1,2018-05-10T22:15:28.000Z,48.90,8.82
45100,22652,644,1,2017-12-14T19:32:49.000Z,159.49,8.86
3286,3772,1516,1,2017-12-01T10:56:20.000Z,249.90,41.53
17885,1013,2322,1,2018-07-27T16:35:16.000Z,24.89,7.75
88468,19773,1414,1,2017-12-15T18:15:33.000Z,53.99,7.78
57092,25619,2392,1,2018-08-07T20:04:20.000Z,15.99,7.39
7090,13177,2622,1,2017-11-01T21:30:14.000Z,24.50,11.85
85903,29878,1515,1,2018-05-22T13:55:09.000Z,179.00,22.99
15882,28009,2480,1,2018-05-04T03:30:26.000Z,37.90,21.43
47312,17249,1540,1,2018-07-26T03:25:11.000Z,89.90,22.56
47312,17249,1540,2,2018-07-26T03:25:11.000Z,89.90,22.56
47312,17249,1540,3,2018-07-26T03:25:11.000Z,89.90,22.56
15303,20702,748,1,2018-04-12T22:09:40.000Z,88.34,29.08
2717,4069,1679,1,2017-06-28T20:05:22.000Z,177.90,18.50
65291,28178,607,1,2017-09-08T18:55:14.000Z,32.99,14.10
60925,13431,391,1,2018-05-14T00:14:29.000Z,69.90,0.00
89194,21394,2464,1,2017-05-18T23:50:08.000Z,109.90,12.27
29455,17693,2662,1,2018-08-21T16:35:18.000Z,52.99,22.30
39946,23587,2403,1,2017-11-29T15:10:19.000Z,110.90,14.51
3726,21894,47,1,2017-09-08T14:15:16.000Z,35.90,12.48
66310,290,1619,1,2018-06-18T06:30:53.000Z,39.00,7.53
63186,4851,696,1,2018-08-14T02:50:31.000Z,27.90,7.46
53888,25091,424,1,2018-06-04T09:50:04.000Z,579.00,65.34
90493,2360,1816,1,2018-02-22T14:30:55.000Z,99.90,23.57
39409,20726,2494,1,2018-04-12T11:49:01.000Z,37.00,19.32
77007,6350,1183,1,2018-02-02T09:07:49.000Z,116.60,30.66
40248,6528,798,1,2018-08-07T12:50:17.000Z,49.00,19.25
24644,17056,2347,1,2018-05-15T15:51:32.000Z,27.90,9.26
54554,19800,832,1,2018-02-28T12:30:31.000Z,65.00,25.73
54024,290,1619,1,2017-06-26T15:15:17.000Z,39.90,11.85
80064,19832,2721,1,2018-07-20T20:04:06.000Z,105.00,17.87
97965,31017,2964,1,2018-08-14T08:30:14.000Z,25.79,23.33
97965,31017,2964,2,2018-08-14T08:30:14.000Z,25.79,23.33
11543,11493,243,1,2018-08-20T08:50:19.000Z,146.01,13.68
83181,21486,2663,1,2018-02-06T14:13:31.000Z,189.90,26.61
90119,22401,2242,1,2018-01-05T18:11:33.000Z,139.65,26.26
41365,7043,769,1,2018-08-30T21:25:15.000Z,59.90,7.68
9815,252,333,1,2018-03-30T20:10:20.000Z,13.65,15.23
74569,26997,2058,1,2018-01-29T03:52:51.000Z,31.90,16.11
79832,29586,2114,1,2017-01-22T17:55:34.000Z,33.99,16.60
16347,21493,497,1,2018-08-22T14:27:21.000Z,158.90,14.59
99367,19518,609,1,2018-01-09T19:27:05.000Z,47.40,11.85
27947,663,1418,1,2017-08-08T15:45:15.000Z,50.00,21.19
78857,13164,1961,1,2018-05-07T16:15:13.000Z,59.90,11.15
68576,15673,902,1,2018-08-16T11:04:38.000Z,199.00,39.66
68576,15673,902,2,2018-08-16T11:04:38.000Z,199.00,39.66
7058,5279,206,1,2018-05-24T10:12:48.000Z,69.90,23.07
76098,27750,1570,1,2018-03-05T03:55:52.000Z,50.21,15.10
19053,28709,1573,1,2018-01-29T03:37:44.000Z,39.90,16.60
19232,26180,988,1,2017-12-06T10:22:08.000Z,24.99,14.10
71718,5929,2791,1,2018-07-25T22:20:45.000Z,130.00,19.01
61992,5823,1414,1,2017-08-18T03:15:35.000Z,89.99,7.88
64315,3837,1796,1,2017-04-27T23:42:29.000Z,69.00,15.69
24706,712,1991,1,2017-07-26T21:05:07.000Z,165.50,15.80
24706,8097,711,2,2017-07-26T21:05:07.000Z,175.91,52.69
24706,11266,1991,3,2017-07-26T21:05:07.000Z,165.50,15.80
24706,16282,1991,4,2017-07-26T21:05:07.000Z,165.50,15.80
2858,7259,810,1,2018-04-30T10:15:17.000Z,98.81,13.81
55720,23602,798,1,2018-01-19T09:56:33.000Z,78.00,7.80
96150,4424,2403,1,2017-12-07T10:59:27.000Z,21.80,12.48
865,32206,1719,1,2018-06-14T10:21:14.000Z,118.90,18.93
69548,3086,2649,1,2018-03-14T16:30:02.000Z,119.80,20.18
41719,18931,391,1,2018-05-29T02:18:43.000Z,45.00,7.39
