key,SK
03970,69994
03929,69995
03951,69996
03912,69997
03983,69998
03916,69999
03966,70000
03951,70001
03921,70002
03906,70003
03928,70004
03975,70005
03979,70006
03937,70007
03928,70008
03928,70009
03975,70010
03977,70011
03910,70012
03960,70013
03982,70014
03958,70015
03949,70016
03928,70017
03968,70018
03987,70019
03977,70020
03940,70021
03928,70022
03979,70023
03946,70024
03952,70025
03945,70026
03971,70027
03935,70028
03937,70029
03943,70030
03978,70031
03919,70032
03924,70033
03975,70034
03961,70035
03912,70036
03978,70037
03953,70038
03977,70039
03986,70040
03977,70041
03949,70042
03929,70043
03949,70044
03929,70045
03962,70046
03921,70047
03962,70048
03976,70049
03924,70050
03912,70051
03924,70052
03944,70053
03934,70054
03968,70055
03989,70056
03958,70057
03984,70058
03922,70059
03978,70060
03978,70061
03977,70062
03981,70063
03981,70064
03937,70065
03923,70066
03929,70067
03946,70068
03935,70069
03907,70070
03904,70071
03981,70072
03978,70073
03969,70074
03928,70075
03964,70076
03916,70077
03924,70078
03943,70079
03983,70080
03964,70081
03912,70082
03918,70083
03970,70084
03931,70085
03978,70086
03989,70087
03977,70088
03920,70089
03916,70090
03920,70091
03944,70092
03908,70093
03923,70094
03922,70095
03978,70096
03929,70097
03917,70098
03932,70099
03927,70100
03960,70101
03904,70102
03963,70103
03976,70104
03978,70105
03978,70106
03980,70107
03939,70108
03959,70109
03960,70110
03972,70111
03977,70112
03988,70113
03904,70114
03932,70115
03929,70116
03905,70117
03944,70118
03981,70119
03906,70120
03922,70121
03937,70122
03946,70123
03944,70124
03978,70125
03965,70126
03928,70127
03938,70128
03936,70129
03924,70130
03962,70131
03936,70132
03962,70133
03942,70134
03930,70135
03985,70136
03978,70137
03923,70138
03910,70139
03928,70140
03922,70141
03976,70142
03935,70143
03932,70144
03984,70145
03929,70146
03937,70147
03977,70148
03972,70149
03989,70150
03963,70151
03978,70152
03979,70153
03945,70154
03951,70155
03985,70156
03968,70157
03983,70158
03980,70159
03930,70160
03918,70161
03924,70162
03946,70163
03962,70164
03986,70165
03918,70166
03928,70167
03977,70168
03944,70169
03938,70170
03935,70171
03960,70172
03988,70173
03988,70174
03963,70175
03934,70176
03973,70177
03977,70178
03919,70179
03922,70180
03977,70181
03919,70182
03949,70183
03958,70184
03980,70185
03935,70186
03977,70187
03911,70188
03944,70189
03947,70190
03935,70191
03906,70192
03941,70193
03912,70194
03960,70195
03930,70196
03980,70197
03977,70198
03938,70199
03929,70200
03987,70201
03975,70202
03937,70203
03978,70204
03944,70205
03916,70206
03959,70207
03978,70208
03969,70209
03905,70210
03943,70211
03943,70212
03910,70213
03922,70214
03911,70215
03923,70216
03989,70217
03923,70218
03964,70219
03979,70220
03951,70221
03975,70222
03923,70223
03912,70224
03929,70225
03988,70226
03926,70227
03962,70228
03977,70229
03908,70230
03977,70231
03983,70232
03959,70233
03918,70234
03945,70235
03943,70236
03910,70237
03962,70238
03933,70239
03952,70240
03977,70241
03984,70242
03928,70243
03988,70244
03927,70245
03951,70246
03904,70247
03959,70248
03924,70249
03943,70250
03923,70251
03960,70252
03923,70253
03924,70254
03923,70255
03966,70256
03910,70257
03983,70258
03927,70259
03978,70260
03912,70261
03927,70262
03977,70263
03928,70264
03911,70265
03975,70266
03977,70267
03950,70268
03918,70269
03981,70270
03974,70271
03985,70272
03947,70273
03946,70274
03977,70275
03976,70276
03931,70277
03953,70278
03907,70279
03935,70280
03937,70281
03936,70282
03937,70283
03911,70284
03976,70285
03980,70286
03987,70287
03937,70288
03923,70289
03977,70290
03923,70291
03928,70292
03959,70293
03979,70294
03963,70295
03981,70296
03925,70297
03946,70298
03958,70299
03978,70300
03912,70301
03977,70302
03928,70303
03935,70304
03989,70305
03927,70306
03985,70307
03968,70308
03978,70309
03927,70310
03933,70311
03940,70312
03905,70313
03963,70314
03978,70315
03910,70316
03929,70317
03944,70318
03950,70319
03948,70320
03981,70321
03965,70322
03924,70323
03985,70324
03962,70325
03922,70326
03977,70327
03959,70328
03944,70329
03910,70330
03963,70331
03937,70332
03938,70333
03920,70334
03985,70335
03933,70336
03936,70337
03982,70338
03925,70339
03952,70340
03923,70341
03964,70342
03984,70343
03968,70344
03968,70345
03945,70346
03922,70347
03928,70348
03916,70349
03912,70350
03924,70351
03982,70352
03969,70353
03963,70354
03958,70355
03928,70356
03906,70357
03920,70358
03935,70359
03923,70360
03981,70361
03978,70362
03987,70363
03945,70364
03966,70365
03910,70366
03949,70367
03977,70368
03962,70369
03923,70370
03910,70371
03923,70372
03951,70373
03951,70374
03923,70375
03951,70376
03966,70377
03983,70378
03920,70379
03961,70380
03979,70381
03928,70382
03977,70383
03966,70384
03975,70385
03935,70386
03928,70387
03929,70388
03981,70389
03945,70390
03950,70391
03971,70392
03985,70393
03977,70394
03966,70395
03967,70396
03907,70397
03910,70398
03920,70399
03972,70400
03921,70401
03979,70402
03977,70403
03981,70404
03904,70405
03962,70406
03977,70407
03959,70408
03986,70409
03936,70410
03958,70411
03930,70412
03976,70413
03950,70414
03986,70415
03965,70416
03938,70417
03963,70418
03951,70419
03916,70420
03983,70421
03923,70422
03960,70423
03905,70424
03945,70425
03910,70426
03938,70427
03982,70428
03935,70429
03978,70430
03917,70431
03904,70432
03943,70433
03937,70434
03918,70435
03936,70436
03944,70437
03986,70438
03923,70439
03962,70440
03916,70441
03975,70442
03949,70443
03976,70444
03923,70445
03978,70446
03933,70447
03918,70448
03936,70449
03947,70450
03953,70451
03982,70452
03986,70453
03978,70454
03977,70455
03966,70456
03930,70457
03978,70458
03928,70459
03941,70460
03944,70461
03959,70462
03977,70463
03949,70464
03960,70465
03969,70466
03973,70467
03911,70468
03918,70469
03962,70470
03983,70471
03924,70472
03962,70473
03975,70474
03931,70475
03987,70476
03928,70477
03962,70478
03985,70479
03912,70480
03938,70481
03928,70482
03923,70483
03943,70484
03970,70485
03936,70486
03965,70487
03938,70488
03906,70489
03923,70490
03937,70491
03951,70492
03948,70493
03917,70494
03924,70495
03951,70496
03929,70497
03917,70498
03969,70499
03979,70500
03951,70501
03986,70502
03912,70503
03930,70504
03977,70505
03952,70506
03910,70507
03928,70508
03963,70509
03921,70510
03946,70511
03936,70512
03911,70513
03925,70514
03918,70515
03945,70516
03942,70517
03963,70518
03924,70519
03943,70520
03928,70521
03928,70522
03977,70523
03965,70524
03933,70525
03981,70526
03977,70527
03977,70528
03958,70529
03977,70530
03927,70531
03938,70532
03982,70533
03922,70534
03918,70535
03960,70536
03912,70537
03985,70538
03975,70539
03924,70540
03934,70541
03975,70542
03942,70543
03929,70544
03968,70545
03929,70546
03905,70547
03943,70548
03938,70549
03944,70550
03951,70551
03911,70552
03929,70553
03918,70554
03921,70555
03970,70556
03953,70557
03982,70558
03945,70559
03944,70560
03958,70561
03905,70562
03917,70563
03943,70564
03945,70565
03975,70566
03980,70567
03960,70568
03965,70569
03961,70570
03945,70571
03980,70572
03961,70573
03963,70574
03977,70575
03980,70576
03945,70577
03977,70578
03981,70579
03918,70580
03921,70581
03917,70582
03939,70583
03934,70584
03930,70585
03966,70586
03924,70587
03928,70588
03908,70589
03952,70590
03978,70591
03977,70592
03911,70593
03979,70594
03947,70595
03944,70596
03930,70597
03938,70598
03908,70599
03963,70600
03979,70601
03945,70602
03959,70603
03975,70604
03918,70605
03963,70606
03919,70607
03964,70608
03931,70609
03917,70610
03965,70611
03951,70612
03984,70613
03951,70614
03973,70615
03928,70616
03946,70617
03977,70618
03918,70619
03988,70620
03977,70621
03978,70622
03911,70623
03947,70624
03936,70625
03947,70626
03923,70627
03935,70628
03912,70629
03932,70630
03922,70631
03939,70632
03910,70633
03907,70634
03918,70635
03977,70636
03921,70637
03935,70638
03944,70639
03964,70640
03923,70641
03917,70642
03936,70643
03979,70644
03928,70645
03910,70646
03958,70647
03975,70648
03923,70649
03938,70650
03935,70651
03916,70652
03924,70653
03933,70654
03964,70655
03917,70656
03927,70657
03920,70658
03962,70659
03977,70660
03977,70661
03938,70662
03966,70663
03980,70664
03943,70665
03965,70666
03920,70667
03977,70668
03924,70669
03982,70670
03929,70671
03978,70672
03975,70673
03977,70674
03931,70675
03936,70676
03984,70677
03901,70678
03949,70679
03977,70680
03938,70681
03937,70682
03922,70683
03958,70684
03923,70685
03974,70686
03969,70687
03922,70688
03905,70689
03940,70690
03937,70691
03983,70692
03972,70693
03922,70694
03976,70695
03975,70696
03947,70697
03945,70698
03931,70699
03918,70700
03939,70701
03945,70702
03978,70703
03949,70704
03916,70705
03950,70706
03912,70707
03978,70708
03951,70709
03975,70710
03975,70711
03910,70712
03989,70713
03937,70714
03951,70715
03967,70716
03976,70717
03961,70718
03951,70719
03986,70720
03974,70721
03983,70722
03909,70723
03980,70724
03947,70725
03945,70726
03949,70727
03929,70728
03951,70729
03912,70730
03946,70731
03917,70732
03948,70733
03977,70734
03977,70735
03938,70736
03977,70737
03949,70738
03935,70739
03978,70740
03929,70741
03918,70742
03923,70743
03924,70744
03949,70745
03969,70746
03962,70747
03923,70748
03978,70749
03943,70750
03905,70751
03985,70752
03918,70753
03983,70754
03945,70755
03927,70756
03945,70757
03929,70758
03925,70759
03978,70760
03961,70761
03949,70762
03984,70763
03923,70764
03968,70765
03974,70766
03933,70767
03930,70768
03976,70769
03929,70770
03983,70771
03984,70772
03909,70773
03986,70774
03934,70775
03962,70776
03929,70777
03962,70778
03986,70779
03920,70780
03958,70781
03975,70782
03935,70783
03966,70784
03927,70785
03944,70786
03982,70787
03944,70788
03938,70789
03976,70790
03984,70791
03920,70792
03929,70793
03944,70794
03922,70795
03931,70796
03979,70797
03922,70798
03981,70799
03984,70800
03977,70801
03989,70802
03958,70803
03961,70804
03977,70805
03929,70806
03951,70807
03923,70808
03946,70809
03934,70810
03924,70811
03987,70812
03910,70813
03921,70814
03978,70815
03907,70816
03959,70817
03977,70818
03938,70819
03951,70820
03963,70821
03933,70822
03921,70823
03943,70824
03983,70825
03962,70826
03904,70827
03959,70828
03963,70829
03916,70830
03948,70831
03916,70832
03928,70833
03931,70834
03939,70835
03969,70836
03975,70837
03932,70838
03938,70839
03907,70840
03983,70841
03922,70842
03923,70843
03983,70844
03982,70845
03930,70846
03977,70847
03930,70848
03961,70849
03978,70850
03989,70851
03944,70852
03982,70853
03984,70854
03947,70855
03983,70856
03928,70857
03977,70858
03977,70859
03942,70860
03983,70861
03959,70862
03949,70863
03984,70864
03984,70865
03981,70866
03944,70867
03972,70868
03910,70869
03912,70870
03917,70871
03918,70872
03930,70873
03937,70874
03926,70875
03977,70876
03978,70877
03912,70878
03951,70879
03965,70880
03932,70881
03977,70882
03943,70883
03909,70884
03921,70885
03937,70886
03962,70887
03977,70888
03906,70889
03966,70890
03989,70891
03936,70892
03958,70893
03927,70894
03968,70895
03909,70896
03928,70897
03965,70898
03929,70899
03989,70900
03923,70901
03986,70902
03928,70903
03965,70904
03979,70905
03981,70906
03986,70907
03918,70908
03922,70909
03982,70910
03977,70911
03935,70912
03909,70913
03979,70914
03928,70915
03923,70916
03985,70917
03905,70918
03901,70919
03924,70920
03981,70921
03982,70922
03951,70923
03980,70924
03918,70925
03952,70926
03968,70927
03910,70928
03977,70929
03971,70930
03985,70931
03989,70932
03943,70933
03959,70934
03939,70935
03923,70936
03966,70937
03908,70938
03960,70939
03978,70940
03929,70941
03963,70942
03951,70943
03977,70944
03951,70945
03977,70946
03968,70947
03967,70948
03985,70949
03929,70950
03980,70951
03977,70952
03928,70953
03946,70954
03923,70955
03924,70956
03920,70957
03945,70958
03960,70959
03978,70960
03969,70961
03960,70962
03918,70963
03942,70964
03923,70965
03930,70966
03925,70967
03908,70968
03929,70969
03960,70970
03922,70971
03950,70972
03974,70973
03937,70974
03978,70975
03937,70976
03975,70977
03912,70978
03937,70979
03912,70980
03952,70981
03978,70982
03979,70983
03965,70984
03928,70985
03962,70986
03917,70987
04019,70988
04061,70989
04086,70990
04064,70991
04025,70992
04004,70993
04076,70994
04005,70995
04002,70996
04066,70997
04017,70998
04026,70999
04006,71000
04064,71001
04047,71002
04079,71003
04002,71004
04037,71005
04004,71006
04016,71007
04042,71008
04043,71009
04080,71010
04018,71011
04005,71012
04012,71013
04080,71014
04041,71015
04068,71016
04026,71017
04006,71018
04005,71019
04016,71020
04001,71021
04025,71022
04090,71023
04080,71024
04077,71025
04015,71026
04047,71027
04081,71028
04079,71029
04055,71030
04022,71031
04006,71032
04011,71033
04014,71034
04002,71035
04088,71036
04012,71037
04088,71038
04007,71039
04012,71040
04015,71041
04020,71042
04045,71043
04015,71044
04023,71045
04041,71046
04012,71047
04055,71048
04010,71049
04084,71050
04040,71051
04045,71052
04080,71053
04065,71054
04020,71055
04038,71056
04023,71057
04030,71058
04060,71059
04009,71060
04021,71061
04047,71062
04086,71063
04070,71064
04055,71065
04077,71066
04080,71067
04071,71068
04017,71069
04048,71070
04020,71071
04005,71072
04012,71073
04002,71074
04012,71075
04029,71076
04018,71077
04044,71078
04077,71079
04003,71080
04055,71081
04029,71082
04078,71083
04015,71084
04037,71085
04004,71086
04003,71087
04010,71088
04013,71089
04013,71090
04051,71091
04082,71092
04089,71093
04038,71094
04089,71095
04054,71096
04052,71097
04078,71098
04012,71099
04001,71100
04038,71101
04014,71102
04028,71103
04021,71104
04039,71105
04084,71106
04041,71107
04019,71108
04006,71109
04076,71110
04037,71111
04055,71112
04005,71113
04067,71114
04086,71115
04006,71116
04011,71117
04037,71118
04078,71119
04044,71120
04059,71121
04006,71122
04072,71123
04012,71124
04014,71125
04085,71126
04088,71127
04041,71128
04014,71129
04094,71130
04042,71131
04080,71132
04006,71133
04045,71134
04054,71135
04043,71136
04001,71137
04005,71138
04045,71139
04012,71140
04016,71141
04017,71142
04055,71143
04012,71144
04065,71145
04067,71146
04012,71147
04015,71148
04011,71149
04076,71150
04006,71151
04054,71152
04011,71153
04002,71154
04018,71155
04016,71156
04015,71157
04065,71158
04026,71159
04014,71160
04012,71161
04083,71162
04016,71163
04044,71164
04024,71165
04026,71166
