key,SK
08563,209406
08574,209407
08575,209408
08591,209409
08534,209410
08580,209411
08557,209412
08533,209413
08500,209414
08528,209415
08577,209416
08552,209417
08553,209418
08563,209419
08502,209420
08532,209421
08558,209422
08581,209423
08539,209424
08599,209425
08532,209426
08599,209427
08539,209428
08596,209429
08572,209430
08583,209431
08560,209432
08570,209433
08543,209434
08530,209435
08572,209436
08559,209437
08580,209438
08538,209439
08573,209440
08598,209441
08533,209442
08504,209443
08544,209444
08509,209445
08589,209446
08530,209447
08597,209448
08560,209449
08538,209450
08534,209451
08560,209452
08568,209453
08527,209454
08530,209455
08544,209456
08557,209457
08560,209458
08565,209459
08572,209460
08554,209461
08588,209462
08562,209463
08577,209464
08566,209465
08550,209466
08583,209467
08530,209468
08526,209469
08577,209470
08501,209471
08534,209472
08556,209473
08555,209474
08576,209475
08581,209476
08545,209477
08572,209478
08588,209479
08536,209480
08530,209481
08568,209482
08554,209483
08575,209484
08550,209485
08559,209486
08576,209487
08574,209488
08594,209489
08592,209490
08577,209491
08598,209492
08584,209493
08570,209494
08598,209495
08561,209496
08556,209497
08594,209498
08553,209499
08534,209500
08514,209501
08564,209502
08544,209503
08584,209504
08572,209505
08553,209506
08536,209507
08555,209508
08573,209509
08508,209510
08577,209511
08597,209512
08500,209513
08526,209514
08558,209515
08595,209516
08566,209517
08502,209518
08507,209519
08580,209520
08538,209521
08559,209522
08561,209523
08500,209524
08500,209525
08583,209526
08574,209527
08560,209528
08556,209529
08576,209530
08573,209531
08525,209532
08572,209533
08537,209534
08526,209535
08577,209536
08568,209537
08599,209538
08581,209539
08557,209540
08541,209541
08580,209542
08544,209543
08576,209544
08527,209545
08570,209546
08527,209547
08573,209548
08570,209549
08553,209550
08544,209551
08577,209552
08568,209553
08550,209554
08589,209555
08575,209556
08560,209557
08574,209558
08576,209559
08543,209560
08575,209561
08583,209562
08501,209563
08584,209564
08595,209565
08556,209566
08535,209567
08595,209568
08554,209569
08560,209570
08505,209571
08551,209572
08535,209573
08551,209574
08551,209575
08501,209576
08568,209577
08542,209578
08557,209579
08599,209580
08543,209581
08570,209582
08576,209583
08568,209584
08538,209585
08557,209586
08582,209587
08553,209588
08536,209589
08570,209590
08529,209591
08598,209592
08530,209593
08568,209594
08528,209595
08501,209596
08587,209597
08562,209598
08570,209599
08550,209600
08500,209601
08564,209602
08586,209603
08591,209604
08574,209605
08573,209606
08543,209607
08580,209608
08573,209609
08557,209610
08576,209611
08581,209612
08577,209613
08526,209614
08543,209615
08570,209616
08536,209617
08572,209618
08527,209619
08577,209620
08584,209621
08576,209622
08588,209623
08598,209624
08566,209625
08500,209626
08560,209627
08525,209628
08580,209629
08526,209630
08557,209631
08528,209632
08504,209633
08542,209634
08526,209635
08557,209636
08587,209637
08598,209638
08543,209639
08536,209640
08503,209641
08534,209642
08542,209643
08577,209644
08573,209645
08570,209646
08538,209647
08501,209648
08554,209649
08553,209650
08588,209651
08572,209652
08579,209653
08508,209654
08550,209655
08580,209656
08573,209657
08570,209658
08586,209659
08532,209660
08553,209661
08501,209662
08503,209663
08502,209664
08562,209665
08556,209666
08544,209667
08531,209668
08599,209669
08583,209670
08562,209671
08597,209672
08525,209673
08560,209674
08553,209675
08555,209676
08584,209677
08552,209678
08576,209679
08582,209680
08599,209681
08530,209682
08573,209683
08576,209684
08577,209685
08530,209686
08576,209687
08543,209688
08572,209689
08578,209690
08599,209691
08554,209692
08573,209693
08573,209694
